20201022T0000,26.182346
20201022T0100,26.002346
20201022T0200,25.502346
20201022T0300,25.402346
20201022T0400,25.122345
20201022T0500,24.882345
20201022T0600,24.722345
20201022T0700,24.602346
20201022T0800,26.082346
20201022T0900,27.022346
20201022T1000,27.792345
20201022T1100,28.172346
20201022T1200,28.022346
20201022T1300,28.072346
20201022T1400,28.612345
20201022T1500,28.342346
20201022T1600,27.902346
20201022T1700,27.732346
20201022T1800,27.582346
20201022T1900,26.902346
20201022T2000,27.702345
20201022T2100,27.192345
20201022T2200,26.802345
20201022T2300,26.532345
20201023T0000,26.172346
20201023T0100,25.952345
20201023T0200,25.772346
20201023T0300,25.532345
20201023T0400,25.422346
20201023T0500,25.292345
20201023T0600,25.182346
20201023T0700,25.092346
20201023T0800,26.552345
20201023T0900,27.072346
20201023T1000,27.182346
20201023T1100,27.722345
20201023T1200,28.082346
20201023T1300,28.392345
20201023T1400,28.362345
20201023T1500,28.272346
20201023T1600,27.992346
20201023T1700,27.612345
20201023T1800,27.222345
20201023T1900,26.382345
20201023T2000,27.012346
20201023T2100,26.582346
20201023T2200,26.222345
20201023T2300,25.882345
20201024T0000,25.792345
20201024T0100,25.592346
20201024T0200,25.482346
20201024T0300,25.582346
20201024T0400,25.312346
20201024T0500,25.272346
20201024T0600,25.252346
20201024T0700,25.222345
20201024T0800,26.132345
20201024T0900,27.402346
20201024T1000,27.702345
20201024T1100,28.242346
20201024T1200,28.222345
20201024T1300,28.242346
20201024T1400,28.502346
20201024T1500,28.792345
20201024T1600,28.872345
20201024T1700,28.702345
20201024T1800,28.442345
20201024T1900,27.632345
20201024T2000,26.702345
20201024T2100,26.462345
20201024T2200,26.292345
20201024T2300,26.022346
20201025T0000,25.862345
20201025T0100,25.662346
20201025T0200,25.542345
20201025T0300,25.332346
20201025T0400,25.262346
20201025T0500,25.082346
20201025T0600,24.812346
20201025T0700,24.712345
20201025T0800,26.322346
20201025T0900,26.602346
20201025T1000,27.102346
20201025T1100,27.222345
20201025T1200,27.382345
20201025T1300,27.522346
20201025T1400,27.552345
20201025T1500,27.492346
20201025T1600,27.372345
20201025T1700,27.142345
20201025T1800,26.742346
20201025T1900,26.472345
20201025T2000,26.892345
20201025T2100,26.682346
20201025T2200,26.472345
20201025T2300,26.212345
20201026T0000,25.932346
20201026T0100,25.682346
20201026T0200,25.452345
20201026T0300,25.272346
20201026T0400,25.112345
20201026T0500,24.992346
20201026T0600,24.902346
20201026T0700,24.822346
20201026T0800,25.272346
20201026T0900,25.852346
20201026T1000,26.782345
20201026T1100,26.792345
20201026T1200,26.722345
20201026T1300,26.642345
20201026T1400,26.522346
20201026T1500,26.372345
20201026T1600,26.212345
20201026T1700,26.062346
20201026T1800,25.922346
20201026T1900,25.602346
20201026T2000,26.062346
20201026T2100,25.862345
20201026T2200,25.702345
20201026T2300,25.542345
20201027T0000,25.492346
20201027T0100,25.332346
20201027T0200,25.222345
20201027T0300,24.882345
20201027T0400,24.622345
20201027T0500,24.352346
20201027T0600,24.392345
20201027T0700,24.452345
20201027T0800,25.122345
20201027T0900,26.272346
20201027T1000,26.722345
20201027T1100,27.672346
20201027T1200,28.612345
20201027T1300,29.252346
20201027T1400,29.662346
20201027T1500,29.412346
20201027T1600,29.412346
20201027T1700,29.192345
20201027T1800,28.792345
20201027T1900,27.932346
20201027T2000,27.402346
20201027T2100,26.972345
20201027T2200,26.652346
20201027T2300,26.272346
20201028T0000,25.912346
20201028T0100,25.572346
20201028T0200,25.302345
20201028T0300,24.942345
20201028T0400,24.752346
20201028T0500,24.632345
20201028T0600,24.722345
20201028T0700,24.682346
20201028T0800,26.152346
20201028T0900,26.632345
20201028T1000,27.262346
20201028T1100,27.982346
20201028T1200,28.472345
20201028T1300,28.902346
20201028T1400,29.212345
20201028T1500,29.462345
20201028T1600,29.632345
20201028T1700,29.662346
20201028T1800,29.392345
20201028T1900,27.912346
20201028T2000,28.812346
20201028T2100,28.192345
20201028T2200,27.682346
20201028T2300,27.212345
20201029T0000,26.792345
20201029T0100,26.382345
20201029T0200,26.012346
20201029T0300,25.532345
20201029T0400,25.302345
20201029T0500,25.062346
20201029T0600,24.882345
20201029T0700,24.832346
20201029T0800,26.592346
20201029T0900,27.272346
20201029T1000,27.912346
20201029T1100,27.632345
20201029T1200,27.762346
20201029T1300,27.832346
20201029T1400,29.602346
20201029T1500,29.322346
20201029T1600,29.742346
20201029T1700,29.642345
20201029T1800,29.252346
20201029T1900,28.312346
20201029T2000,28.762346
20201029T2100,28.182346
20201029T2200,27.732346
20201029T2300,27.372345
20201030T0000,27.212345
20201030T0100,26.902346
20201030T0200,26.582346
20201030T0300,26.242346
20201030T0400,26.332346
20201030T0500,26.112345
20201030T0600,25.812346
20201030T0700,25.692345
20201030T0800,27.082346
20201030T0900,27.722345
20201030T1000,29.572346
20201030T1100,31.132345
20201030T1200,32.35235
20201030T1300,32.852345
20201030T1400,32.592346
20201030T1500,30.712345
20201030T1600,30.552345
20201030T1700,31.242346
20201030T1800,30.522346
20201030T1900,29.272346
20201030T2000,28.632345
20201030T2100,27.912346
20201030T2200,27.352346
20201030T2300,26.962345
20201031T0000,26.602346
20201031T0100,26.472345
20201031T0200,26.292345
20201031T0300,26.042345
20201031T0400,25.972345
20201031T0500,25.912346
20201031T0600,25.962345
20201031T0700,25.962345
20201031T0800,26.352346
20201031T0900,27.042345
20201031T1000,28.062346
20201031T1100,28.412346
20201031T1200,28.722345
20201031T1300,28.502346
20201031T1400,28.522346
20201031T1500,28.402346
20201031T1600,28.252346
20201031T1700,27.972345
20201031T1800,27.762346
20201031T1900,27.112345
20201031T2000,26.842346
20201031T2100,26.522346
20201031T2200,26.262346
20201031T2300,26.012346
20201101T0000,25.692345
20201101T0100,25.362345
20201101T0200,25.062346
20201101T0300,24.862345
20201101T0400,24.602346
20201101T0500,24.422346
20201101T0600,24.372345
20201101T0700,24.392345
20201101T0800,26.372345
20201101T0900,28.222345
20201101T1000,28.812346
20201101T1100,28.842346
20201101T1200,29.212345
20201101T1300,29.272346
20201101T1400,29.942345
20201101T1500,29.802345
20201101T1600,29.582346
20201101T1700,29.312346
20201101T1800,28.982346
20201101T1900,27.932346
20201101T2000,27.412346
20201101T2100,26.712345
20201101T2200,26.172346
20201101T2300,25.692345
20201102T0000,25.422346
20201102T0100,25.262346
20201102T0200,25.142345
20201102T0300,24.892345
20201102T0400,24.722345
20201102T0500,24.582346
20201102T0600,24.462345
20201102T0700,24.402346
20201102T0800,26.272346
20201102T0900,27.362345
20201102T1000,28.022346
20201102T1100,28.422346
20201102T1200,28.752346
20201102T1300,28.582346
20201102T1400,29.062346
20201102T1500,28.482346
20201102T1600,28.662346
20201102T1700,28.142345
20201102T1800,28.242346
20201102T1900,27.492346
20201102T2000,27.132345
20201102T2100,26.502346
20201102T2200,26.142345
20201102T2300,25.852346
20201103T0000,25.622345
20201103T0100,25.462345
20201103T0200,25.252346
20201103T0300,25.022346
20201103T0400,24.772346
20201103T0500,24.412346
20201103T0600,24.322346
20201103T0700,24.202345
20201103T0800,26.122345
20201103T0900,26.822346
20201103T1000,27.732346
20201103T1100,27.602346
20201103T1200,27.502346
20201103T1300,27.462345
20201103T1400,27.442345
20201103T1500,27.402346
20201103T1600,27.312346
20201103T1700,27.172346
20201103T1800,27.472345
20201103T1900,26.862345
20201103T2000,26.752346
20201103T2100,26.542345
20201103T2200,26.472345
20201103T2300,26.222345
20201104T0000,26.042345
20201104T0100,26.102346
20201104T0200,25.892345
20201104T0300,25.502346
20201104T0400,25.162346
20201104T0500,24.842346
20201104T0600,24.742346
20201104T0700,24.672346
20201104T0800,26.572346
20201104T0900,26.302345
20201104T1000,26.432346
20201104T1100,26.892345
20201104T1200,27.832346
20201104T1300,28.852346
20201104T1400,29.722345
20201104T1500,29.902346
20201104T1600,30.102346
20201104T1700,29.032345
20201104T1800,29.032345
20201104T1900,28.152346
20201104T2000,27.792345
20201104T2100,26.872345
20201104T2200,26.092346
20201104T2300,25.482346
20201105T0000,25.032345
20201105T0100,24.872345
20201105T0200,24.642345
20201105T0300,24.322346
20201105T0400,24.102346
20201105T0500,23.882345
20201105T0600,23.802345
20201105T0700,23.722345
20201105T0800,25.212345
20201105T0900,26.792345
20201105T1000,27.282345
20201105T1100,28.772346
20201105T1200,29.802345
20201105T1300,30.452345
20201105T1400,30.532345
20201105T1500,29.662346
20201105T1600,29.392345
20201105T1700,28.912346
20201105T1800,28.632345
20201105T1900,27.622345
20201105T2000,27.102346
20201105T2100,26.662346
20201105T2200,26.362345
20201105T2300,26.102346
